features,SRR11282050,SRR11282060,SRR11282070,SRR11282080,SRR11282090,SRR11282100,SRR11282110,SRR11282120,SRR11282130,SRR11282140,SRR11282150,SRR11282160,SRR11282051,SRR11282061,SRR11282071,SRR11282081,SRR11282091,SRR11282101,SRR11282111,SRR11282121,SRR11282131,SRR11282141,SRR11282151,SRR11282161,SRR11282052,SRR11282062,SRR11282072,SRR11282082,SRR11282092,SRR11282102,SRR11282112,SRR11282122,SRR11282132,SRR11282142,SRR11282152,SRR11282162,SRR11282053,SRR11282063,SRR11282073,SRR11282083,SRR11282093,SRR11282103,SRR11282113,SRR11282123,SRR11282133,SRR11282143,SRR11282153,SRR11282163,SRR11282054,SRR11282064,SRR11282074,SRR11282084,SRR11282094,SRR11282104,SRR11282114,SRR11282124,SRR11282134,SRR11282144,SRR11282154,SRR11282164,SRR11282055,SRR11282065,SRR11282075,SRR11282085,SRR11282095,SRR11282105,SRR11282115,SRR11282125,SRR11282135,SRR11282145,SRR11282155,SRR11282056,SRR11282066,SRR11282076,SRR11282086,SRR11282096,SRR11282106,SRR11282116,SRR11282126,SRR11282136,SRR11282146,SRR11282156,SRR11282057,SRR11282067,SRR11282077,SRR11282087,SRR11282097,SRR11282107,SRR11282117,SRR11282127,SRR11282137,SRR11282147,SRR11282157,SRR11282048,SRR11282058,SRR11282068,SRR11282078,SRR11282088,SRR11282098,SRR11282108,SRR11282118,SRR11282128,SRR11282138,SRR11282148,SRR11282158,SRR11282049,SRR11282059,SRR11282069,SRR11282079,SRR11282089,SRR11282099,SRR11282109,SRR11282119,SRR11282129,SRR11282139,SRR11282149,SRR11282159
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaeromassilibacillus,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus_senegalensis,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,0.0,0.0,0.0,19.0,0.0,0.0,0.0,42.0,165.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,80.0,0.0,0.0,9.0,72.0,2.0,260.0,0.0,1.0,2.0,0.0,0.0,0.0,43.0,0.0,9.0,40.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,83.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,161.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Angelakisella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella_massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,43.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Candidatus_Soleaferrea,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,172.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,38.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,8.0,51.0,37.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,12.0,25.0,76.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,6.0,2.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,49.0,55.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,86.0,2.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Caproiciproducens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,4.0,118.0,218.0,14899.0,5.0,14.0,20.0,45694.0,303779.0,36312.0,137.0,191.0,971.0,128.0,212.0,37.0,57389.0,17.0,21.0,22557.0,40707.0,14415.0,37601.0,342.0,180.0,194.0,12.0,6.0,19.0,108312.0,44.0,12325.0,37242.0,43182.0,22.0,70671.0,1687.0,134.0,17128.0,20.0,3.0,11.0,46913.0,31684.0,35883.0,13676.0,131.0,1642.0,486.0,27.0,22.0,26.0,5.0,9.0,95.0,246.0,19960.0,310.0,162.0,3557.0,172.0,720.0,3.0,29.0,23.0,20.0,6124.0,75527.0,34347.0,2.0,7.0,82.0,38.0,3.0,19.0,17.0,39.0,15481.0,65614.0,38699.0,75.0,26.0,159.0,24.0,6083.0,5.0,2.0,16.0,29409.0,34528.0,16125.0,335.0,49.0,331.0,26056.0,11.0,12.0,4.0,8.0,3781.0,23025.0,78679.0,16604.0,71.0,100.0,124.0,11.0,20038.0,42.0,3.0,5064.0,38.0,29020.0,67316.0,4790.0,59.0,19.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor,0.0,0.0,0.0,25.0,0.0,0.0,0.0,152.0,450.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0,150.0,0.0,0.0,156.0,152.0,76.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,64.0,82.0,80.0,0.0,203.0,2.0,0.0,53.0,0.0,0.0,0.0,90.0,243.0,61.0,7.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,26.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,122.0,159.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,100.0,44.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,458.0,131.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,72.0,374.0,44.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fournierella,0.0,0.0,0.0,56.0,0.0,0.0,0.0,130.0,1023.0,335.0,0.0,0.0,3.0,0.0,0.0,0.0,289.0,1.0,0.0,234.0,43.0,451.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,9.0,98.0,216.0,0.0,79.0,5.0,1.0,37.0,0.0,0.0,0.0,78.0,193.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,249.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203.0,820.0,2.0,0.0,2.0,0.0,29.0,0.0,0.0,2.0,142.0,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,209.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,135.0,0.0,28.0,205.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fournierella;s__Fournierella_massiliensis,0.0,0.0,0.0,89.0,0.0,0.0,0.0,201.0,1244.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,252.0,51.0,42.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,161.0,0.0,98.0,12.0,3.0,0.0,0.0,0.0,0.0,76.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,705.0,0.0,0.0,3.0,0.0,34.0,0.0,0.0,0.0,233.0,36.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,104.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,186.0,0.0,34.0,183.0,1.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gorbachella;s__Gorbachella_massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Harryflintia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium,0.0,10.0,0.0,15.0,0.0,0.0,0.0,253.0,34.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,1.0,504.0,2.0,0.0,1.0,0.0,0.0,0.0,591.0,0.0,19.0,396.0,0.0,0.0,186.0,0.0,0.0,160.0,0.0,0.0,0.0,35.0,448.0,286.0,80.0,0.0,261.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,869.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,145.0,96.0,1.0,0.0,4.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,68.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,1.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Negativibacillus,0.0,5.0,12.0,3536.0,0.0,0.0,0.0,1593.0,9600.0,1749.0,5.0,2.0,8.0,0.0,10.0,0.0,4161.0,1.0,0.0,1116.0,1279.0,774.0,532.0,9.0,8.0,10.0,0.0,0.0,0.0,2277.0,0.0,89.0,706.0,1520.0,0.0,2257.0,53.0,4.0,303.0,0.0,0.0,0.0,2802.0,615.0,1044.0,555.0,6.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,648.0,14.0,5.0,22.0,1.0,27.0,0.0,1.0,0.0,0.0,766.0,1023.0,2921.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,63.0,1693.0,2710.0,0.0,0.0,10.0,0.0,80.0,0.0,0.0,0.0,893.0,699.0,353.0,4.0,0.0,10.0,1083.0,0.0,0.0,0.0,0.0,5.0,798.0,875.0,824.0,0.0,1.0,2.0,2.0,145.0,2.0,0.0,40.0,1.0,1239.0,1186.0,1713.0,4.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus_massiliensis,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,0.0,1.0,2.0,28.0,0.0,0.0,0.0,436.0,1490.0,63.0,0.0,0.0,3.0,0.0,0.0,0.0,357.0,0.0,0.0,142.0,67.0,1009.0,89.0,1.0,3.0,0.0,0.0,0.0,0.0,236.0,0.0,16.0,248.0,91.0,0.0,390.0,15.0,0.0,59.0,0.0,0.0,0.0,66.0,217.0,181.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,55.0,172.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,361.0,52.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,37.0,316.0,54.0,1.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,166.0,257.0,26.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,4.0,0.0,357.0,251.0,195.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,85.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Phocea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,52.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pygmaiobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_faecis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_gauvreauii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
